policy,seed,rounds,S,k,top_gap_lambda,transition_dominance,context_noise_level,transition_variant,trust_scale_mult,gate_scale_mult,gate_mode,beta_gate_concentration,trust_floor,trust_cap,support_mask_enabled,avg_reward,cum_reward,oracle_cum_reward,reward_pct_oracle,cum_regret,top1_agreement,top2_agreement,transition_l1_error,off_support_leakage,runtime_seconds,policy_label,experiment_id
state_thompson,20262545,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7788.108541608708,778810.8541608708,1173444.50404665,66.36963669565317,394633.64988577913,0.42,0.59,0.18677660563586668,0.0565872366488664,0.025363999999996167,state_thompson,context_noise_refinement
global_ucb_tw,20262381,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9170.373729305054,917037.3729305054,1295150.2726578414,70.80548043653715,378112.899727336,0.42,0.5,0.20130612259233657,0.05959506177785717,0.4947015000000192,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262279,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10111.435915154594,1011143.5915154595,1292045.4412657793,78.25913541592404,280901.84975031985,0.46,0.65,0.186012808579249,0.055078661888082525,0.5042452080000146,local_ucb_tw_dense,context_noise_refinement
exp4,20261402,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8511.921728769352,851192.1728769352,1125923.0634548243,75.5994970264758,274730.89057788905,0.42,0.72,0.1898651584149069,0.07709419932837644,0.5114402910000138,exp4_dense,context_noise_refinement
tw,20261252,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6450.151340227269,645015.1340227269,1129437.4691588827,57.109415229785505,484422.33513615583,0.32,0.61,0.19017091704407552,0.05811914703115893,0.49279262499999277,tw_dense,context_noise_refinement
tm_tw,20261572,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9596.380206433685,959638.0206433686,1170476.0283711152,81.98698626736014,210838.00772774662,0.46,0.65,0.20955918857256017,0.06269280345014433,0.4972693749999735,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262400,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,11072.001656062224,1107200.1656062223,1264625.333348706,87.55163576190392,157425.16774248355,0.54,0.74,0.1902486027176509,0.0503546145503111,0.49941566700002227,tm_tw_refined_dense,context_noise_refinement
tw,20261464,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,10436.07263229773,1043607.263229773,1338248.7822127698,77.98305345768277,294641.5189829968,0.49,0.61,0.1300050205663718,0.040367423302275086,0.48934649999998214,tw_offline,context_noise_refinement
tm_tw,20261784,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,11591.061530054743,1159106.1530054742,1340875.435119133,86.44398447813245,181769.28211365873,0.62,0.72,0.12958960997654764,0.040068396298970604,0.5622016250000001,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262612,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,11800.462988068995,1180046.2988068995,1370201.1072855517,86.12212415625908,190154.80847865227,0.55,0.78,0.12989867648168119,0.034250994845650556,0.5158786670000097,tm_tw_refined_offline,context_noise_refinement
tw,20262076,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3978.915464820773,397891.54648207733,998365.0282644721,39.85431532730669,600473.4817823948,0.25,0.51,0.11400542665345717,0.038892465162201365,0.48691745799999353,tw_gated_offline,context_noise_refinement
tm_tw,20262396,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3362.580402958888,336258.0402958888,1088942.4242452553,30.879322249654184,752684.3839493665,0.16,0.5,0.1212943354809576,0.04218573421468221,0.5009325000000047,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263224,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8086.137037822756,808613.7037822756,1222224.9363211268,66.15915612196451,413611.2325388512,0.36,0.58,0.13119602780486764,0.039066468389205765,0.49583820899999864,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262356,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,8092.503979607293,809250.3979607293,1037415.5774878843,78.00638582277124,228165.179527155,0.44,0.73,0.0827945435659027,0.014630622747418838,0.48899833299998363,tw_support_offline,context_noise_refinement
tm_tw,20262676,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,10881.851442859683,1088185.1442859683,1378683.9863705947,78.92926552013063,290498.84208462643,0.56,0.73,0.08957262060167016,0.01596547899116772,0.5016985409999961,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263504,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7788.173950577985,778817.3950577985,1205360.206733066,64.61283446287456,426542.8116752674,0.55,0.74,0.08882754824529138,0.012689096565190709,0.5006470829999898,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261648,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10153.232080336327,1015323.2080336327,1055718.6127463367,96.17365799702823,40395.40471270401,0.89,0.95,0.20427886501436757,0.06049372788437696,0.02295662499997775,oracle,context_noise_refinement
state_thompson,20262546,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9827.34044397372,982734.044397372,1137740.5506623657,86.3759355175701,155006.5062649937,0.65,0.87,0.19124226366260616,0.06576776040000856,0.025757791999978963,state_thompson,context_noise_refinement
global_ucb_tw,20262382,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9339.965777501964,933996.5777501964,1012636.024118723,92.23418439641578,78639.44636852655,0.66,0.77,0.19296175517203748,0.06415075338835441,0.49417316699998537,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262280,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3577.0751864731124,357707.51864731126,972368.9942427011,36.787219745308775,614661.4755953898,0.23,0.58,0.1749576246084309,0.057024060229050065,0.49480400000001623,local_ucb_tw_dense,context_noise_refinement
exp4,20261403,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10228.874087498361,1022887.4087498361,1082925.3420487447,94.45594899595524,60037.93329890852,0.69,0.78,0.19107112133672052,0.07301685795997676,0.4998987090000071,exp4_dense,context_noise_refinement
tw,20261253,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9352.431927035772,935243.1927035772,1029573.7287407096,90.83790374561036,94330.53603713238,0.6,0.75,0.1814581282416814,0.05631791688971898,0.4869669590000001,tw_dense,context_noise_refinement
tm_tw,20261573,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9821.396792184874,982139.6792184873,1109928.4661310026,88.48675470429527,127788.7869125153,0.62,0.7,0.2124058185606649,0.06152598334047214,0.4962711670000033,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262401,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10562.854135196309,1056285.413519631,1176652.6723745135,89.77036625328199,120367.25885488256,0.71,0.88,0.1852232044985932,0.06000032468294401,0.4979524169999934,tm_tw_refined_dense,context_noise_refinement
tw,20261465,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6997.192886393052,699719.2886393052,990359.3534313368,70.65307014216208,290640.06479203166,0.4,0.61,0.1205029366788399,0.038337647194056516,0.48688008400000626,tw_offline,context_noise_refinement
tm_tw,20261785,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,9506.962167251115,950696.2167251115,1104033.289062714,86.11119122433524,153337.0723376025,0.67,0.76,0.12267335718845747,0.03813482186302177,0.49787225000000035,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262613,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8914.49871506123,891449.871506123,1067289.1907376775,83.52467908814668,175839.31923155452,0.64,0.91,0.1215593252219371,0.039461090962599824,0.5145671250000134,tm_tw_refined_offline,context_noise_refinement
tw,20262077,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,10029.683831319484,1002968.3831319484,1113935.305437734,90.03829739805404,110966.92230578547,0.77,0.88,0.12284975958012707,0.04245554000947557,0.5272810419999985,tw_gated_offline,context_noise_refinement
tm_tw,20262397,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,10274.146338517976,1027414.6338517977,1134299.454152841,90.57701915400543,106884.82030104322,0.71,0.8,0.11947250261673915,0.03930997591844106,0.5137199590000137,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263225,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,9524.917910920862,952491.7910920862,1096824.331404319,86.84086993881358,144332.5403122328,0.73,0.89,0.11496178930759778,0.03817265025147011,0.4984957089999966,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262357,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7580.899821286453,758089.9821286453,1096728.0722504843,69.12287569817065,338638.09012183896,0.6,0.77,0.11528202369866836,0.014394926198901106,0.4878954159999864,tw_support_offline,context_noise_refinement
tm_tw,20262677,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,10718.020255948046,1071802.0255948047,1156909.3554897471,92.64356109741074,85107.32989494246,0.74,0.86,0.08830749788888606,0.01214034376355991,0.4990830410000058,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263505,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,10269.959665024477,1026995.9665024476,1143608.6435583688,89.80309586563828,116612.67705592117,0.7,0.86,0.08855569463608869,0.014799868554156223,0.49903891700000713,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261649,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9496.428025743951,949642.8025743951,991279.0995580818,95.79974025456116,41636.29698368674,0.89,0.98,0.19645901002524205,0.05843782523536593,0.023941417000003185,oracle,context_noise_refinement
state_thompson,20262547,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6236.1702954543,623617.02954543,841742.6885398924,74.08642071215033,218125.65899446246,0.43,0.7,0.17850135262981223,0.055669784253899096,0.02532679199998711,state_thompson,context_noise_refinement
global_ucb_tw,20262383,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6393.9135877770395,639391.358777704,918397.9918067033,69.62029147296717,279006.6330289993,0.5,0.74,0.18107439168613523,0.05730362555532997,0.49511766699998816,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262281,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6382.47419062434,638247.419062434,916767.4668133804,69.61933556400484,278520.04775094637,0.46,0.68,0.19304343407832616,0.06460080450391854,0.49483479099998817,local_ucb_tw_dense,context_noise_refinement
exp4,20261404,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9067.056907347449,906705.6907347449,995306.4379906533,91.0981438606207,88600.74725590844,0.7,0.88,0.19392825649318046,0.06269865103889859,0.5010432079999987,exp4_dense,context_noise_refinement
tw,20261254,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5006.731591106133,500673.15911061334,898358.3804808928,55.73200740250256,397685.2213702795,0.39,0.55,0.19205402557954374,0.058007721726444535,0.4855995000000064,tw_dense,context_noise_refinement
tm_tw,20261574,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6504.181069267412,650418.1069267412,872076.1554401073,74.58271882213053,221658.04851336614,0.51,0.67,0.19406581028197098,0.05398312386517647,0.49855995900000494,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262402,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8763.680215210037,876368.0215210038,994573.8584895759,88.11492621090132,118205.83696857211,0.67,0.86,0.19481541439039413,0.061146359893095616,0.4974625410000044,tm_tw_refined_dense,context_noise_refinement
tw,20261466,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7732.862104286366,773286.2104286366,1024997.8111954544,75.44271821680803,251711.6007668178,0.59,0.77,0.1240650125115378,0.039346737315897946,0.4861862920000135,tw_offline,context_noise_refinement
tm_tw,20261786,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5748.387849999715,574838.7849999715,930943.0133691248,61.74801000112821,356104.22836915334,0.4,0.67,0.11717590839850578,0.03812306453777607,0.498005916000011,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262614,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8778.906555119076,877890.6555119077,953929.513160358,92.02888089744341,76038.8576484503,0.74,0.88,0.13098512281789357,0.038201992652606494,0.49345520899998974,tm_tw_refined_offline,context_noise_refinement
tw,20262078,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7833.790366701558,783379.0366701558,973175.9349717066,80.49716485158783,189796.89830155077,0.58,0.8,0.12012278719906463,0.037477836387739036,0.4924653329999842,tw_gated_offline,context_noise_refinement
tm_tw,20262398,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6824.134886746237,682413.4886746237,997333.7799217106,68.42378172813842,314920.29124708695,0.55,0.79,0.1262130746660909,0.03907892531705173,0.5018010419999825,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263226,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8829.804523340827,882980.4523340827,976091.1088087736,90.46086419244986,93110.65647469088,0.67,0.89,0.12615189135756394,0.03670765431535034,0.4989496670000051,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262358,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7141.064329207248,714106.4329207249,970817.8748907467,73.55719866623681,256711.4419700218,0.56,0.8,0.0884450873498073,0.015993357580293764,0.4897158750000017,tw_support_offline,context_noise_refinement
tm_tw,20262678,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,6215.308716363981,621530.8716363981,952699.1632111316,65.23894379643305,331168.29157473345,0.49,0.74,0.08503055177117688,0.01444113791335117,0.49930687500000204,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263506,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,8173.039893226258,817303.9893226258,923478.1663480522,88.50279509635855,106174.17702542641,0.72,0.86,0.08885744524113524,0.011725226140255509,0.5010575419999839,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261640,100,8,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8085.828294661125,808582.8294661125,823589.3898760838,98.1779075113839,15006.56040997128,0.94,0.99,0.2088512414861527,0.07985713429574183,0.023704915999985587,oracle,context_noise_refinement
state_thompson,20262538,100,8,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5036.552907809268,503655.29078092676,665297.9532734446,75.70371865760409,161642.6624925178,0.41,0.64,0.1983920117792699,0.07460210536623268,0.02539887499997917,state_thompson,context_noise_refinement
global_ucb_tw,20262374,100,8,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6246.301395596737,624630.1395596737,774095.5385511462,80.69160826437228,149465.39899147244,0.62,0.82,0.2051776689409069,0.06413044401800023,0.4982731249999972,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262272,100,8,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7515.3061801028,751530.61801028,813681.6509280299,92.36175071087511,62151.03291774995,0.82,0.86,0.20840329801118543,0.08067170817868853,0.4955707919999952,local_ucb_tw_dense,context_noise_refinement
exp4,20261395,100,8,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7254.971346641085,725497.1346641085,741647.834595361,97.8223222427307,16150.699931252515,0.77,0.91,0.2089271666411522,0.08096969222772685,0.5025291249999952,exp4_dense,context_noise_refinement
tw,20261245,100,8,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6905.153092437389,690515.3092437389,794421.3051756906,86.92054263210221,103905.99593195168,0.74,0.86,0.20529331562101724,0.07636435372437889,0.48483916699998986,tw_dense,context_noise_refinement
tm_tw,20261565,100,8,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6270.1136108833925,627011.3610883392,764997.4060857068,81.9625473368065,137986.04499736754,0.66,0.74,0.2182721383119884,0.08274984285458786,0.4992440830000078,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262393,100,8,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7274.368043935233,727436.8043935233,745911.9024528596,97.52315280147927,18475.098059336306,0.76,0.93,0.21969606784889675,0.08498164302188152,0.49706645800000615,tm_tw_refined_dense,context_noise_refinement
tw,20261457,100,8,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,2792.257703266955,279225.7703266955,715802.8067630952,39.008755999347336,436577.0364363997,0.27,0.52,0.14952292889091226,0.050959982936878444,0.4835209999999961,tw_offline,context_noise_refinement
tm_tw,20261777,100,8,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7169.424523529206,716942.4523529207,783289.0726104523,91.52974009500483,66346.62025753164,0.77,0.93,0.1360354547048488,0.05265612346975894,0.506607458000019,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262605,100,8,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7354.072776195437,735407.2776195437,770411.989311075,95.45636462344861,35004.711691531236,0.8,0.92,0.14372883139776263,0.049924281789229266,0.5167872920000036,tm_tw_refined_offline,context_noise_refinement
tw,20262069,100,8,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7334.397504015259,733439.7504015259,782129.0170757994,93.77477812339562,48689.26667427353,0.81,0.9,0.12780661346230415,0.05315386121582269,0.5127396249999947,tw_gated_offline,context_noise_refinement
tm_tw,20262389,100,8,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7337.488205094784,733748.8205094783,799986.9643949427,91.72009709738676,66238.14388546441,0.8,0.9,0.1405582880134207,0.05390920098992871,0.5251509160000012,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263217,100,8,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6913.182272837976,691318.2272837976,773573.6964612708,89.36682186147841,82255.46917747322,0.73,0.88,0.12937397695916086,0.05216797325718526,0.5450049159999821,tm_tw_refined_gated_offline,context_noise_refinement
